reference_ri,compound_name,source_database,source_record_id,inchikey,plant_source,literature_reference,column_name,stationary_phase,index_type,instrument_type,spectrum_available,source_file,method_notes
1240.0,cumin aldehyde,RI_Library,RI_Library.csv:265,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1240.0,cuminaldehyde,RI_Library,RI_Library.csv:266,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1242.0,carvone,RI_Library,RI_Library.csv:267,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1243.0,carvone,RI_Library,RI_Library.csv:268,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1244.0,carvone,RI_Library,RI_Library.csv:269,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1245.0,ethyl-ester of benzene acetic acid,RI_Library,RI_Library.csv:270,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1247.0,neral,MoNA Volatile FiehnLib,FiehnLibVolatile0165,WTEVQBCEXWBHNA-YFHOEESVSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1249.0,linalyl acetate,MoNA Volatile FiehnLib,FiehnLibVolatile0025,UWKAYLJWKGQEPM-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1253.0,geraniol,MoNA Volatile FiehnLib,FiehnLibVolatile0045,GLZPCOQZEFWAFX-JXMROGBWSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1253.0,piperitone,RI_Library,RI_Library.csv:271,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1254.0,piperitone,RI_Library,RI_Library.csv:272,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1256.0,geraniol,RI_Library,RI_Library.csv:273,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1260.0,carvone,MoNA Volatile FiehnLib,FiehnLibVolatile0120,ULDHMXUKGWMISQ-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1262.0,nonanoic acid,MoNA Volatile FiehnLib,FiehnLibVolatile0079,FBUKVWPVBMHYJY-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1262.0,(E)-2-decenal,RI_Library,RI_Library.csv:274,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1262.0,(E)-2-decenal,RI_Library,RI_Library.csv:275,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1263.0,phenyl ethyl acetate (2-),MoNA Volatile FiehnLib,FiehnLibVolatile0033,MDHYEMXUFSJLGV-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1263.0,(E)-2-decenal,RI_Library,RI_Library.csv:276,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1271.0,geranial,RI_Library,RI_Library.csv:277,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1274.0,p-menth-1-en-7-al,RI_Library,RI_Library.csv:278,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1275.0,geranial,MoNA Volatile FiehnLib,FiehnLibVolatile0026,WTEVQBCEXWBHNA-JXMROGBWSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1277.0,ethyl acetophenone (p-),MoNA Volatile FiehnLib,FiehnLibVolatile0180,NODGRWCMFMEGJH-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1277.0,trans-carvone oxide,RI_Library,RI_Library.csv:279,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1279.0,dichlorobenzaldehyde,MoNA Volatile FiehnLib,FiehnLibVolatile0067,LLMLNAVBOAMOEE-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1282.0,a-terpinen-7-al,RI_Library,RI_Library.csv:280,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1283.0,lavandulyl acetate,MoNA Volatile FiehnLib,FiehnLibVolatile0143,HYNGAVZPWWXQIU-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1286.0,borneol acetate,RI_Library,RI_Library.csv:281,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1287.0,p-cymen-7-ol,RI_Library,RI_Library.csv:282,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1289.0,p-cymen-7-ol,RI_Library,RI_Library.csv:283,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1292.0,thymol,RI_Library,RI_Library.csv:284,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1293.0,verbenyl acetate (trans-),MoNA Volatile FiehnLib,FiehnLibVolatile0145,OZBFUQLOVFXDNK-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1297.0,perilla alcohol,RI_Library,RI_Library.csv:285,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1298.0,carvacrol,RI_Library,RI_Library.csv:286,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1299.0,carvacrol,RI_Library,RI_Library.csv:287,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1300.0,tridecane,IPPN-UFRJ measured n-alkane standards,IPPN-STD-C13,,,"Measured C8–C30 n-alkane calibration supplied by Ricardo M Borges, IPPN-UFRJ",DB-5MS,5% phenyl / 95% dimethylpolysiloxane,linear retention index; n-alkane calibration point,GC-MS,not provided,KOVATS_from_MZMine2.53(1).csv,"Known n-alkane standard; measured RT 1170.90 s (19.5150 min). RI 1300 by definition at this calibration point. Same-run calibration, not independent validation of compound identity."
1300.0,thujanol acetate (3-),MoNA Volatile FiehnLib,FiehnLibVolatile0142,RYMWIDNPMDLHRP-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1300.0,tridecane,MoNA Volatile FiehnLib,FiehnLibVolatile0098,IIYFAKIEWZDVMP-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1300.0,carvacrol,RI_Library,RI_Library.csv:288,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1302.0,cyclohexanol acetate (trans-2-tert-butyl),MoNA Volatile FiehnLib,FiehnLibVolatile0112,FINOAUDUYKVGDS-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1302.0,trans-ascaridole,RI_Library,RI_Library.csv:289,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1306.0,"decadienal (2e,4e-)",MoNA Volatile FiehnLib,FiehnLibVolatile0091,JZQKTMZYLHNFPL-BLHCBFLLSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1306.0,undecanal,RI_Library,RI_Library.csv:290,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1310.0,dibutylformamide,MoNA Volatile FiehnLib,FiehnLibVolatile0015,NZMAJUHVSZBJHL-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1313.0,undecanal,MoNA Volatile FiehnLib,FiehnLibVolatile0039,KMPQYAYAQWNLME-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1314.0,"2E,4E-decadienal",RI_Library,RI_Library.csv:291,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1325.0,C10 FAME,MoNA Volatile FiehnLib,FiehnLibVolatile0005,YRHYCMZPEVDGFQ-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1326.0,methyl geranate,MoNA Volatile FiehnLib,FiehnLibVolatile0177,ACOBBFVLNKYODD-CSKARUKUSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1328.0,hexenyl tiglate (3z-),MoNA Volatile FiehnLib,FiehnLibVolatile0108,JNWQKXUWZWKUAY-BAGHCZIJSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1339.0,d-elemene,RI_Library,RI_Library.csv:292,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1339.0,d-elemene,RI_Library,RI_Library.csv:293,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1345.0,7-epi-silphiperfol-5-ene,RI_Library,RI_Library.csv:294,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1347.0,methyl ortho-anisate,MoNA Volatile FiehnLib,FiehnLibVolatile0095,PFYHAAAQPNMZHO-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1352.0,a-cubebene,RI_Library,RI_Library.csv:295,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1352.0,a-cubebene,RI_Library,RI_Library.csv:296,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1355.0,undecanol (n-),MoNA Volatile FiehnLib,FiehnLibVolatile0118,KJIOQYGWTQBHNH-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1356.0,eugenol,RI_Library,RI_Library.csv:297,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1357.0,eugenol,RI_Library,RI_Library.csv:298,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1360.0,decanoic acid,MoNA Volatile FiehnLib,FiehnLibVolatile0160,GHVNFZFCNZKVNT-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1363.0,neryl acetate,MoNA Volatile FiehnLib,FiehnLibVolatile0129,HIGQPQRQIQDZMP-FLIBITNWSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1365.0,neryl acetate,RI_Library,RI_Library.csv:299,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1368.0,cubebene (alpha-),MoNA Volatile FiehnLib,FiehnLibVolatile0127,XUEHVOLRMXNRKQ-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1368.0,cyclosativene,RI_Library,RI_Library.csv:300,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1369.0,cyclosativene,RI_Library,RI_Library.csv:301,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1373.0,a-ylangene,RI_Library,RI_Library.csv:302,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1373.0,a-ylangene,RI_Library,RI_Library.csv:303,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1373.0,a-ylangene,RI_Library,RI_Library.csv:304,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1375.0,undecenal (2e-),MoNA Volatile FiehnLib,FiehnLibVolatile0085,PANBRUWVURLWGY-MDZDMXLPSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1376.0,a-copaene,RI_Library,RI_Library.csv:305,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1376.0,a-copaene,RI_Library,RI_Library.csv:306,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1376.0,silphiperfol-6-ene,RI_Library,RI_Library.csv:307,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1377.0,a-copaene,RI_Library,RI_Library.csv:308,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1377.0,a-copaene,RI_Library,RI_Library.csv:309,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1377.0,a-copaene,RI_Library,RI_Library.csv:310,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1378.0,nonalactone (gamma-),MoNA Volatile FiehnLib,FiehnLibVolatile0066,OALYTRUKMRCXNH-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1381.0,β-maaliene,RI_Library,RI_Library.csv:311,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1383.0,geranyl acetate,MoNA Volatile FiehnLib,FiehnLibVolatile0126,HIGQPQRQIQDZMP-DHZHZOJOSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1383.0,(E)-β-damascenone,RI_Library,RI_Library.csv:312,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1384.0,(E)-β-damascenone,RI_Library,RI_Library.csv:313,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1384.0,β-bourbonene,RI_Library,RI_Library.csv:314,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1385.0,hexenyl hexenoate (3z-),MoNA Volatile FiehnLib,FiehnLibVolatile0110,WAZKUHYKUCORDK-SUTBWYPISA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1385.0,β-bourbonene,RI_Library,RI_Library.csv:315,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1385.0,β-bourbonene,RI_Library,RI_Library.csv:316,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1385.0,β-bourbonene,RI_Library,RI_Library.csv:317,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1386.0,isocornene,RI_Library,RI_Library.csv:318,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1387.0,isocomene,RI_Library,RI_Library.csv:319,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1389.0,hexenyl-(3z)-hexenoate (3z-),MoNA Volatile FiehnLib,FiehnLibVolatile0111,UZJQQWFHPLYECS-SFECMWDFSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1389.0,"propanoic acid, 2-methyl-, 3-hydroxy-2,4,4-trimethylpentyl ester",MoNA Volatile FiehnLib,FiehnLibVolatile0053,WXFRFCWHHBELIH-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1389.0,isolongifolene,RI_Library,RI_Library.csv:320,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1389.0,β-cubebene,RI_Library,RI_Library.csv:321,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1391.0,β-cubebene,RI_Library,RI_Library.csv:322,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1391.0,β-cubebene,RI_Library,RI_Library.csv:323,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1392.0,ionol (alpha-e-),MoNA Volatile FiehnLib,FiehnLibVolatile0100,PWDOJWCZWKWKSE-BQYQJAHWSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1392.0,β-elemene,RI_Library,RI_Library.csv:324,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1392.0,β-elernene,RI_Library,RI_Library.csv:325,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
